filename, language, YAML, Dockerfile, Markdown, Python, Properties, XML, Shell Script, Makefile, reStructuredText, CUDA C++, C++, comment, blank, total
g:\mywork\pytorch\detectron2\configs\COCO-InstanceSegmentation\mask_rcnn_R_50_C4_1x.yaml, YAML, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
g:\mywork\pytorch\detectron2\configs\COCO-InstanceSegmentation\mask_rcnn_R_50_C4_3x.yaml, YAML, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
g:\mywork\pytorch\detectron2\configs\COCO-InstanceSegmentation\mask_rcnn_R_50_DC5_1x.yaml, YAML, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
g:\mywork\pytorch\detectron2\configs\COCO-InstanceSegmentation\mask_rcnn_R_50_DC5_3x.yaml, YAML, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
g:\mywork\pytorch\detectron2\configs\COCO-InstanceSegmentation\mask_rcnn_R_50_FPN_1x.yaml, YAML, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
g:\mywork\pytorch\detectron2\configs\COCO-InstanceSegmentation\mask_rcnn_R_50_FPN_3x.yaml, YAML, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
g:\mywork\pytorch\detectron2\configs\COCO-InstanceSegmentation\mask_rcnn_X_101_32x8d_FPN_3x.yaml, YAML, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
g:\mywork\pytorch\detectron2\configs\COCO-Keypoints\Base-Keypoint-RCNN-FPN.yaml, YAML, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 16
g:\mywork\pytorch\detectron2\configs\COCO-Keypoints\keypoint_rcnn_R_101_FPN_3x.yaml, YAML, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
g:\mywork\pytorch\detectron2\configs\COCO-Keypoints\keypoint_rcnn_R_50_FPN_1x.yaml, YAML, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
g:\mywork\pytorch\detectron2\configs\COCO-Keypoints\keypoint_rcnn_R_50_FPN_3x.yaml, YAML, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
g:\mywork\pytorch\detectron2\configs\COCO-Keypoints\keypoint_rcnn_X_101_32x8d_FPN_3x.yaml, YAML, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
g:\mywork\pytorch\detectron2\configs\COCO-PanopticSegmentation\Base-Panoptic-FPN.yaml, YAML, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
g:\mywork\pytorch\detectron2\configs\COCO-PanopticSegmentation\panoptic_fpn_R_101_3x.yaml, YAML, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
g:\mywork\pytorch\detectron2\configs\COCO-PanopticSegmentation\panoptic_fpn_R_50_1x.yaml, YAML, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
g:\mywork\pytorch\detectron2\configs\COCO-PanopticSegmentation\panoptic_fpn_R_50_3x.yaml, YAML, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
g:\mywork\pytorch\detectron2\configs\Cityscapes\mask_rcnn_R_50_FPN.yaml, YAML, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 26
g:\mywork\pytorch\detectron2\configs\Detectron1-Comparisons\README.md, Markdown, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 82
g:\mywork\pytorch\detectron2\configs\Detectron1-Comparisons\faster_rcnn_R_50_FPN_noaug_1x.yaml, YAML, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 18
g:\mywork\pytorch\detectron2\configs\Detectron1-Comparisons\keypoint_rcnn_R_50_FPN_1x.yaml, YAML, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 28
g:\mywork\pytorch\detectron2\configs\Detectron1-Comparisons\mask_rcnn_R_50_FPN_noaug_1x.yaml, YAML, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 21
g:\mywork\pytorch\detectron2\configs\LVIS-InstanceSegmentation\mask_rcnn_R_101_FPN_1x.yaml, YAML, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
g:\mywork\pytorch\detectron2\configs\LVIS-InstanceSegmentation\mask_rcnn_R_50_FPN_1x.yaml, YAML, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
g:\mywork\pytorch\detectron2\configs\LVIS-InstanceSegmentation\mask_rcnn_X_101_32x8d_FPN_1x.yaml, YAML, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
g:\mywork\pytorch\detectron2\configs\Misc\cascade_mask_rcnn_R_50_FPN_1x.yaml, YAML, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
g:\mywork\pytorch\detectron2\configs\Misc\cascade_mask_rcnn_R_50_FPN_3x.yaml, YAML, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
g:\mywork\pytorch\detectron2\configs\Misc\cascade_mask_rcnn_X_152_32x8d_FPN_IN5k_gn_dconv.yaml, YAML, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37
g:\mywork\pytorch\detectron2\configs\Misc\mask_rcnn_R_50_FPN_1x_cls_agnostic.yaml, YAML, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
g:\mywork\pytorch\detectron2\configs\Misc\mask_rcnn_R_50_FPN_1x_dconv_c3-c5.yaml, YAML, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
g:\mywork\pytorch\detectron2\configs\Misc\mask_rcnn_R_50_FPN_3x_dconv_c3-c5.yaml, YAML, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
g:\mywork\pytorch\detectron2\configs\Misc\mask_rcnn_R_50_FPN_3x_gn.yaml, YAML, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 22
g:\mywork\pytorch\detectron2\configs\Misc\mask_rcnn_R_50_FPN_3x_syncbn.yaml, YAML, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 25
g:\mywork\pytorch\detectron2\configs\Misc\panoptic_fpn_R_101_dconv_cascade_gn_3x.yaml, YAML, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 27
g:\mywork\pytorch\detectron2\configs\Misc\scratch_mask_rcnn_R_50_FPN_3x_gn.yaml, YAML, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 12
g:\mywork\pytorch\detectron2\configs\Misc\semantic_R_50_FPN_1x.yaml, YAML, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
g:\mywork\pytorch\detectron2\configs\PascalVOC-Detection\faster_rcnn_R_50_C4.yaml, YAML, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
g:\mywork\pytorch\detectron2\configs\PascalVOC-Detection\faster_rcnn_R_50_FPN.yaml, YAML, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
g:\mywork\pytorch\detectron2\configs\quick_schedules\README.md, Markdown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
g:\mywork\pytorch\detectron2\configs\quick_schedules\fast_rcnn_R_50_FPN_inference_acc_test.yaml, YAML, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
g:\mywork\pytorch\detectron2\configs\quick_schedules\fast_rcnn_R_50_FPN_instant_test.yaml, YAML, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
g:\mywork\pytorch\detectron2\configs\quick_schedules\keypoint_rcnn_R_50_FPN_inference_acc_test.yaml, YAML, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
g:\mywork\pytorch\detectron2\configs\quick_schedules\keypoint_rcnn_R_50_FPN_instant_test.yaml, YAML, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
g:\mywork\pytorch\detectron2\configs\quick_schedules\keypoint_rcnn_R_50_FPN_normalized_training_acc_test.yaml, YAML, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
g:\mywork\pytorch\detectron2\configs\quick_schedules\keypoint_rcnn_R_50_FPN_training_acc_test.yaml, YAML, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
g:\mywork\pytorch\detectron2\configs\quick_schedules\mask_rcnn_R_50_C4_inference_acc_test.yaml, YAML, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
g:\mywork\pytorch\detectron2\configs\quick_schedules\mask_rcnn_R_50_C4_instant_test.yaml, YAML, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
g:\mywork\pytorch\detectron2\configs\quick_schedules\mask_rcnn_R_50_C4_training_acc_test.yaml, YAML, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
g:\mywork\pytorch\detectron2\configs\quick_schedules\mask_rcnn_R_50_DC5_inference_acc_test.yaml, YAML, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
g:\mywork\pytorch\detectron2\configs\quick_schedules\mask_rcnn_R_50_FPN_inference_acc_test.yaml, YAML, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 12
g:\mywork\pytorch\detectron2\configs\quick_schedules\mask_rcnn_R_50_FPN_instant_test.yaml, YAML, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
g:\mywork\pytorch\detectron2\configs\quick_schedules\mask_rcnn_R_50_FPN_training_acc_test.yaml, YAML, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
g:\mywork\pytorch\detectron2\configs\quick_schedules\panoptic_fpn_R_50_inference_acc_test.yaml, YAML, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
g:\mywork\pytorch\detectron2\configs\quick_schedules\panoptic_fpn_R_50_instant_test.yaml, YAML, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
g:\mywork\pytorch\detectron2\configs\quick_schedules\panoptic_fpn_R_50_training_acc_test.yaml, YAML, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
g:\mywork\pytorch\detectron2\configs\quick_schedules\retinanet_R_50_FPN_inference_acc_test.yaml, YAML, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
g:\mywork\pytorch\detectron2\configs\quick_schedules\retinanet_R_50_FPN_instant_test.yaml, YAML, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
g:\mywork\pytorch\detectron2\configs\quick_schedules\rpn_R_50_FPN_inference_acc_test.yaml, YAML, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
g:\mywork\pytorch\detectron2\configs\quick_schedules\rpn_R_50_FPN_instant_test.yaml, YAML, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
g:\mywork\pytorch\detectron2\configs\quick_schedules\semantic_R_50_FPN_inference_acc_test.yaml, YAML, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
g:\mywork\pytorch\detectron2\configs\quick_schedules\semantic_R_50_FPN_instant_test.yaml, YAML, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
g:\mywork\pytorch\detectron2\configs\quick_schedules\semantic_R_50_FPN_training_acc_test.yaml, YAML, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 21
g:\mywork\pytorch\detectron2\demo\README.md, Markdown, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9
g:\mywork\pytorch\detectron2\demo\demo.py, Python, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 8, 17, 153
g:\mywork\pytorch\detectron2\demo\predictor.py, Python, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 40, 32, 221
g:\mywork\pytorch\detectron2\detectron2\__init__.py, Python, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 5, 9
g:\mywork\pytorch\detectron2\detectron2\checkpoint\__init__.py, Python, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 4, 11
g:\mywork\pytorch\detectron2\detectron2\checkpoint\c2_model_loading.py, Python, 0, 0, 0, 178, 0, 0, 0, 0, 0, 0, 0, 106, 30, 314
g:\mywork\pytorch\detectron2\detectron2\checkpoint\catalog.py, Python, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 20, 27, 133
g:\mywork\pytorch\detectron2\detectron2\checkpoint\detection_checkpoint.py, Python, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 10, 9, 60
g:\mywork\pytorch\detectron2\detectron2\config\__init__.py, Python, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 2, 13
g:\mywork\pytorch\detectron2\detectron2\config\compat.py, Python, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 57, 34, 230
g:\mywork\pytorch\detectron2\detectron2\config\config.py, Python, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 42, 20, 106
g:\mywork\pytorch\detectron2\detectron2\config\defaults.py, Python, 0, 0, 0, 192, 0, 0, 0, 0, 0, 0, 0, 295, 81, 568
g:\mywork\pytorch\detectron2\detectron2\data\__init__.py, Python, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 2, 4, 19
g:\mywork\pytorch\detectron2\detectron2\data\build.py, Python, 0, 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 132, 54, 425
g:\mywork\pytorch\detectron2\detectron2\data\catalog.py, Python, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 91, 25, 212
g:\mywork\pytorch\detectron2\detectron2\data\common.py, Python, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 22, 17, 82
g:\mywork\pytorch\detectron2\detectron2\data\dataset_mapper.py, Python, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 38, 19, 147
g:\mywork\pytorch\detectron2\detectron2\data\datasets\README.md, Markdown, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10
g:\mywork\pytorch\detectron2\detectron2\data\datasets\__init__.py, Python, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 3, 11
g:\mywork\pytorch\detectron2\detectron2\data\datasets\builtin.py, Python, 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 33, 40, 255
g:\mywork\pytorch\detectron2\detectron2\data\datasets\builtin_meta.py, Python, 0, 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 24, 15, 275
g:\mywork\pytorch\detectron2\detectron2\data\datasets\cityscapes.py, Python, 0, 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 75, 48, 321
g:\mywork\pytorch\detectron2\detectron2\data\datasets\coco.py, Python, 0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 163, 66, 458
g:\mywork\pytorch\detectron2\detectron2\data\datasets\ctf.py, Python, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 58, 55, 258
g:\mywork\pytorch\detectron2\detectron2\data\datasets\ctf_labels.py, Python, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 28, 15, 66
g:\mywork\pytorch\detectron2\detectron2\data\datasets\lvis.py, Python, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 83, 30, 207
g:\mywork\pytorch\detectron2\detectron2\data\datasets\lvis_v0_5_categories.py, Python, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 11, 2, 14
g:\mywork\pytorch\detectron2\detectron2\data\datasets\pascal_voc.py, Python, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 20, 15, 79
g:\mywork\pytorch\detectron2\detectron2\data\datasets\register_coco.py, Python, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 69, 13, 125
g:\mywork\pytorch\detectron2\detectron2\data\detection_utils.py, Python, 0, 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 166, 55, 417
g:\mywork\pytorch\detectron2\detectron2\data\samplers\__init__.py, Python, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
g:\mywork\pytorch\detectron2\detectron2\data\samplers\distributed_sampler.py, Python, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 82, 26, 200
g:\mywork\pytorch\detectron2\detectron2\data\samplers\grouped_batch_sampler.py, Python, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 16, 7, 48
g:\mywork\pytorch\detectron2\detectron2\data\transforms\__init__.py, Python, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7
g:\mywork\pytorch\detectron2\detectron2\data\transforms\transform.py, Python, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 49, 22, 140
g:\mywork\pytorch\detectron2\detectron2\data\transforms\transform_gen.py, Python, 0, 0, 0, 222, 0, 0, 0, 0, 0, 0, 0, 161, 63, 446
g:\mywork\pytorch\detectron2\detectron2\engine\__init__.py, Python, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 5, 13
g:\mywork\pytorch\detectron2\detectron2\engine\defaults.py, Python, 0, 0, 0, 227, 0, 0, 0, 0, 0, 0, 0, 219, 49, 495
g:\mywork\pytorch\detectron2\detectron2\engine\hooks.py, Python, 0, 0, 0, 221, 0, 0, 0, 0, 0, 0, 0, 140, 64, 425
g:\mywork\pytorch\detectron2\detectron2\engine\launch.py, Python, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 18, 15, 85
g:\mywork\pytorch\detectron2\detectron2\engine\train_loop.py, Python, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 133, 37, 271
